time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-21T12:12:52.524Z,-2.3328,138.9801,30.152,5.2,mb,54,61,6.749,0.69,us,us6000p6r8,2024-11-21T12:32:11.040Z,"186 km W of Abepura, Indonesia",earthquake,8.8,5.593,0.092,39,reviewed,us,us
2024-11-21T11:19:21.411Z,-22.1029,-179.4158,584.867,4.8,mb,37,111,4.946,1.17,us,us6000p6r5,2024-11-21T11:37:52.040Z,"south of the Fiji Islands",earthquake,12.89,8.519,0.084,44,reviewed,us,us
2024-11-21T08:58:05.580Z,17.968,-66.829833333333,13.45,2.5,md,17,169,0.04756,0.15,pr,pr71466303,2024-11-21T09:16:21.120Z,"3 km SSW of Indios, Puerto Rico",earthquake,0.52,0.23,0.14407535134593,9,reviewed,pr,pr
2024-11-21T08:15:56.500Z,18.569666666667,-67.484333333333,6.02,3.25,md,19,308,0.3206,0.21,pr,pr71466293,2024-11-21T08:32:39.020Z,"35 km NW of Rincón, Puerto Rico",earthquake,1.22,1.2,0.075956448008401,12,reviewed,pr,pr
2024-11-21T07:57:46.305Z,40.6185,-98.1396,9.575,2.8,mb_lg,14,54,0.789,0.94,us,us6000p6qi,2024-11-21T19:44:08.078Z,"3 km W of Harvard, Nebraska",earthquake,2.61,7.374,0.117,19,reviewed,us,us
2024-11-21T07:05:44.120Z,18.5773,-67.5853,6,3.89,md,25,174,0.4867,0.38,pr,pr2024326001,2024-11-21T08:30:56.040Z,"44 km NW of Rincón, Puerto Rico",earthquake,1.8,1.21,0.11,24,reviewed,pr,pr
2024-11-21T05:40:20.911Z,-15.7421,-70.2501,222.995,4.3,mb,22,141,1.98,0.94,us,us6000p6py,2024-11-21T08:22:22.040Z,"2 km NNE of Vilque, Peru",earthquake,12.45,5.21,0.189,8,reviewed,us,us
2024-11-21T05:37:26.890Z,19.61,-65.3956,52,3.66,md,17,249,1.3074,0.32,pr,pr2024326000,2024-11-22T05:26:49.040Z,"139 km NNE of Vieques, Puerto Rico",earthquake,3.59,14.21,0.16,9,reviewed,pr,pr
2024-11-21T04:59:15.419Z,29.3143,51.2955,10,4.9,mb,82,70,6.169,0.73,us,us6000p6pu,2024-11-21T06:06:35.959Z,"8 km ENE of Borāzjān, Iran",earthquake,9.17,1.866,0.061,84,reviewed,us,us
2024-11-21T04:40:51.321Z,61.232,-150.4724,22.3,2.9,ml,,,,0.73,ak,ak024ez7tk26,2024-11-22T04:43:55.133Z,"30 km WSW of Point MacKenzie, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-21T04:14:22.840Z,18.6895,-67.545666666667,4.88,3.33,md,12,207,0.4486,0.36,pr,pr71466258,2024-11-21T04:55:10.910Z,"49 km NW of Rincón, Puerto Rico",earthquake,1.55,1.18,0.16808428426228,6,reviewed,pr,pr
2024-11-21T04:06:33.212Z,51.3237,-174.1604,35,3,ml,12,281,0.879,0.72,us,us6000p6qc,2024-11-21T22:58:28.040Z,"97 km S of Atka, Alaska",earthquake,2.73,2.027,0.128,8,reviewed,us,us
2024-11-21T02:59:52.329Z,31.669,-104.302,7.3303,3.4,ml,21,60,0,0.1,tx,tx2024wwan,2024-11-22T03:02:29.818Z,"56 km S of Whites City, New Mexico",earthquake,0.82771104641994,0.86423462746421,0.2,19,reviewed,tx,tx
2024-11-21T02:23:43.515Z,8.0301,-82.8772,10,4.8,mww,53,87,1.277,1.35,us,us6000p6p4,2024-11-21T13:36:38.259Z,"1 km WSW of Burica, Panama",earthquake,6.14,1.905,0.066,22,reviewed,us,us
2024-11-21T02:22:12.460Z,17.863666666667,-66.8925,11.87,2.52,md,5,251,0.1115,0.08,pr,pr71466238,2024-11-21T02:33:58.880Z,"12 km S of Guánica, Puerto Rico",earthquake,0.83,0.58,0.070372954429934,5,reviewed,pr,pr
2024-11-21T02:15:43.417Z,54.8538,-162.061,84.823,3.4,ml,30,183,0.784,0.8,us,us6000p6p2,2024-11-21T02:30:18.719Z,"28 km SE of King Cove, Alaska",earthquake,8.38,11.76,0.069,28,reviewed,us,us
2024-11-21T01:42:20.342Z,79.5933,1.4612,10,4.5,mb,30,102,2.078,1.05,us,us6000p6p1,2024-11-21T23:22:45.040Z,"Greenland Sea",earthquake,11.03,1.922,0.106,26,reviewed,us,us
2024-11-21T00:26:47.263Z,-23.1035,-69.0675,95.736,4.2,mb,18,80,0.611,0.75,us,us6000p6nj,2024-11-21T00:43:43.040Z,"73 km SSW of Calama, Chile",earthquake,4.31,6.046,0.303,3,reviewed,us,us
2024-11-20T23:19:34.372Z,31.654,-104.3,8.2019,2.5,ml,11,68,0,0.2,tx,tx2024wvtm,2024-11-21T08:59:35.038Z,"58 km S of Whites City, New Mexico",earthquake,1.4457505638123,1.2076347270386,0.1,11,reviewed,tx,tx
2024-11-20T22:39:04.860Z,19.643333333333,-65.2175,24.79,3.37,md,8,300,1.308,0.25,pr,pr71466228,2024-11-20T22:57:32.810Z,"147 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.4,21.99,0.09702535646584,8,reviewed,pr,pr
2024-11-20T21:19:33.217Z,-6.5272,130.4585,148.229,4.1,mb,17,142,2.067,0.88,us,us6000p6mu,2024-11-20T22:14:24.040Z,"272 km WSW of Tual, Indonesia",earthquake,8.98,5.844,0.166,10,reviewed,us,us
2024-11-20T20:56:30.000Z,16.741,-100.417,10,4.3,mb,73,182,1.949,0.61,us,us6000p6mn,2024-11-21T03:47:31.868Z,"37 km SSW of El Papayo, Mexico",earthquake,11.42,1.945,0.068,61,reviewed,us,us
2024-11-20T20:53:42.990Z,18.639,-66.797333333333,13.26,2.63,md,7,276,0.2937,0.2,pr,pr71466223,2024-11-20T21:11:31.180Z,"17 km N of Hatillo, Puerto Rico",earthquake,1.43,3.07,0.09714328095979,4,reviewed,pr,pr
2024-11-20T18:44:16.250Z,-17.2155,-174.3371,199.815,5.1,mww,91,79,4.107,0.74,us,us6000p6m3,2024-11-20T19:10:10.040Z,"151 km SSW of Hihifo, Tonga",earthquake,7.91,5.306,0.089,12,reviewed,us,us
2024-11-20T18:13:46.928Z,53.6789,-162.8831,37.242,3.7,mb,33,201,1.092,0.57,us,us6000p6ls,2024-11-20T19:59:35.040Z,"135 km SSE of False Pass, Alaska",earthquake,6.72,17.872,0.224,5,reviewed,us,us
2024-11-20T15:09:02.466Z,46.4348,136.1263,407.432,5.1,mb,130,23,3.676,0.73,us,us6000p6j0,2024-11-20T15:27:34.040Z,"23 km E of Vostok, Russia",earthquake,4.54,6.829,0.023,595,reviewed,us,us
2024-11-20T14:55:41.549Z,18.1931,145.4743,281.813,4.9,mb,122,51,2.958,0.71,us,us6000p6iz,2024-11-20T15:10:54.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.91,6.777,0.042,181,reviewed,us,us
2024-11-20T14:51:16.197Z,-18.9625,169.2891,217.04,4.6,mb,47,97,4.02,0.71,us,us6000p6ix,2024-11-22T09:55:44.040Z,"64 km N of Isangel, Vanuatu",earthquake,8.82,7.386,0.081,45,reviewed,us,us
2024-11-20T14:43:53.464Z,79.8131,1.4922,14.426,5.7,mww,149,42,11.925,0.78,us,us6000p6iv,2024-11-21T14:49:00.470Z,"Greenland Sea",earthquake,9.3,4.495,0.049,40,reviewed,us,us
2024-11-20T13:23:02.973Z,-5.6319,146.9787,194.3,4.4,mb,46,143,3.586,0.46,us,us6000p6iq,2024-11-22T08:46:16.040Z,"120 km N of Lae, Papua New Guinea",earthquake,11.38,7.789,0.084,41,reviewed,us,us
2024-11-20T10:58:31.697Z,54.4129,-159.7654,35,3,ml,28,233,1.024,0.75,us,us6000p6m4,2024-11-21T05:29:34.040Z,"113 km SSE of Sand Point, Alaska",earthquake,6.31,2.02,0.088,17,reviewed,us,us
2024-11-20T10:42:57.906Z,-20.7276,-176.2713,227.659,5.5,mww,121,52,5.911,0.71,us,us6000p6id,2024-11-21T10:45:54.773Z,"112 km WNW of Houma, Tonga",earthquake,11.52,4.814,0.05,38,reviewed,us,us
2024-11-20T10:24:03.222Z,53.0911,159.8394,62.675,4.1,mb,23,156,0.721,0.68,us,us6000p6ib,2024-11-20T11:01:23.040Z,"81 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,10.43,4.532,0.135,15,reviewed,us,us
2024-11-20T09:26:28.993Z,-12.1247,165.7385,10,5.3,mww,45,66,3.596,1.18,us,us6000p6i8,2024-11-20T09:44:35.040Z,"154 km S of Lata, Solomon Islands",earthquake,9.47,1.888,0.078,16,reviewed,us,us
2024-11-20T09:00:24.480Z,18.973666666667,-65.5385,38.77,3.12,md,15,255,0.7057,0.27,pr,pr71466208,2024-11-20T10:44:57.040Z,"68 km NNE of Vieques, Puerto Rico",earthquake,2.1,8.28,0.059433464288415,11,reviewed,pr,pr
2024-11-20T08:43:23.840Z,36.702331542969,-121.36199951172,4.4499998092651,2.46,md,39,73,0.01346,0.18,nc,nc75088526,2024-11-21T01:43:37.800Z,"10 km SSW of Tres Pinos, CA",earthquake,0.31,1.34000003,0.12,38,automatic,nc,nc
2024-11-20T08:42:05.729Z,58.7927,-154.1227,99.2,2.7,ml,,,,0.22,ak,ak024exmo9uk,2024-11-21T06:27:35.040Z,"81 km SSE of Kokhanok, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-20T08:09:50.429Z,38.0297,141.8606,63.243,4.9,mb,66,121,2.824,0.76,us,us6000p6i0,2024-11-20T08:38:12.040Z,"58 km SE of Onagawa Chō, Japan",earthquake,8.22,2.94,0.045,159,reviewed,us,us
2024-11-20T08:09:00.871Z,-7.2773,120.1749,453.067,4.4,mb,37,62,2.287,0.64,us,us6000p6i1,2024-11-20T08:48:33.040Z,"138 km NNE of Labuan Bajo, Indonesia",earthquake,11.5,4.859,0.126,18,reviewed,us,us
2024-11-20T06:40:15.634Z,41.0522,140.9842,10,4.9,mww,93,93,0.269,0.62,us,us6000p6hv,2024-11-20T08:15:33.439Z,"14 km N of Hiranai, Japan",earthquake,6.72,1.843,0.078,16,reviewed,us,us
2024-11-20T06:30:53.230Z,41.548166666667,-109.85183333333,-2.05,2.74,ml,14,157,0.09831,0.14,uu,uu80086846,2024-11-20T14:26:21.720Z,"0 km NE of Little America, Wyoming",earthquake,0.55,0.74,0.17608119086188,8,reviewed,uu,uu
2024-11-20T04:03:44.685Z,-57.438,-7.7534,10,5,mb,15,113,14.437,0.62,us,us6000p6h7,2024-11-20T04:37:25.040Z,"east of the South Sandwich Islands",earthquake,15.41,1.952,0.118,23,reviewed,us,us
2024-11-20T03:23:44.842Z,57.786,-154.3479,40.7,3.2,ml,,,,0.28,ak,ak024exjl48k,2024-11-20T03:25:33.772Z,"25 km NNE of Karluk, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-11-20T02:01:58.581Z,65.9084,-150.5525,11.1,3,ml,,,,0.57,ak,ak024exiuzxu,2024-11-22T06:02:57.040Z,"48 km NNW of Rampart, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-20T01:40:57.470Z,44.8305,149.9793,10,4.7,mb,43,202,5.333,0.44,us,us6000p6gu,2024-11-22T04:36:08.040Z,"171 km ESE of Kuril’sk, Russia",earthquake,13.78,1.981,0.097,32,reviewed,us,us
2024-11-20T01:33:56.890Z,18.1375,-65.629,127,3.45,md,16,132,0.0862,0.27,pr,pr2024325000,2024-11-20T02:28:25.127Z,"11 km SSE of Daguao, Puerto Rico",earthquake,3.02,1.22,0.06,11,reviewed,pr,pr
2024-11-19T23:42:09.730Z,18.191333333333,-67.268333333333,18.17,2.88,md,18,226,0.1255,0.12,pr,pr71466173,2024-11-20T00:59:09.400Z,"13 km W of Mayagüez, Puerto Rico",earthquake,0.47,0.34,0.17596302197201,13,reviewed,pr,pr
2024-11-19T23:40:21.840Z,18.1926,-67.2568,18,3.63,md,24,244,0.1146,0.11,pr,pr2024324000,2024-11-20T15:23:04.575Z,"12 km W of Mayagüez, Puerto Rico",earthquake,0.92,0.4,0.07,16,reviewed,pr,pr
2024-11-19T23:38:30.476Z,31.057,-103.689,5.177,2.5,ml,22,63,0.1,0.1,tx,tx2024wtyh,2024-11-19T23:51:49.401Z,"9 km NNE of Balmorhea, Texas",earthquake,0.68910500446065,1.715184199922,0.2,24,reviewed,tx,tx
2024-11-19T22:46:44.000Z,31.106,-103.265,2.9852,3,ml,23,69,0,0.1,tx,tx2024wtwo,2024-11-19T23:20:35.081Z,"24 km SW of Coyanosa, Texas",earthquake,0.42891969569329,0.71947727767863,0.2,34,reviewed,tx,tx
2024-11-19T21:25:33.175Z,58.9728,-138.0729,22.124,2.8,ml,19,156,1.402,1.07,us,us6000p6fj,2024-11-19T22:48:37.040Z,"113 km SE of Yakutat, Alaska",earthquake,4.69,8.05,0.064,32,reviewed,us,us
2024-11-19T20:54:22.370Z,37.3825,-121.73733333333,7.14,2.69,md,119,33,0.06636,0.1,nc,nc75088351,2024-11-23T07:29:40.770Z,"8 km E of Alum Rock, CA",earthquake,0.08,0.27,0.137,123,reviewed,nc,nc
2024-11-19T20:50:44.004Z,-8.8596,122.0517,105.558,4.6,mb,50,40,0.288,1.05,us,us6000p6f9,2024-11-19T21:13:00.040Z,"31 km SSW of Maumere, Indonesia",earthquake,8.17,5.176,0.083,43,reviewed,us,us
2024-11-19T20:49:20.350Z,19.150166666667,-155.46033333333,32.57,2.49,md,29,215,0.005483,0.11,hv,hv74535157,2024-11-21T01:19:04.550Z,"6 km SSE of Pāhala, Hawaii",earthquake,0.58,0.67,0.06786322990297,7,reviewed,hv,hv
2024-11-19T18:54:00.960Z,32.7875,-115.4473333,11.63,2.47,ml,47,32,0.01778,0.24,ci,ci40796463,2024-11-20T21:11:53.040Z,"7 km WSW of Holtville, CA",earthquake,0.25,0.36,0.172,26,reviewed,ci,ci
2024-11-19T18:48:09.130Z,32.7895,-115.4435,15.74,2.55,ml,37,58,0.01602,0.24,ci,ci40796447,2024-11-20T19:47:57.844Z,"6 km WSW of Holtville, CA",earthquake,0.29,0.47,0.166,68,reviewed,ci,ci
2024-11-19T18:36:11.555Z,34.08,138.3777,248.76,5,mww,118,42,1.537,0.67,us,us6000p6ev,2024-11-20T07:39:33.892Z,"59 km SSE of Ōyama, Japan",earthquake,7.38,6.105,0.075,17,reviewed,us,us
2024-11-19T18:06:19.168Z,-37.8967,-73.3668,39.663,4,mwr,33,187,1.908,0.38,us,us6000p6es,2024-11-19T20:17:25.487Z,"10 km SSE of Cañete, Chile",earthquake,9.59,7.588,0.086,13,reviewed,us,us
2024-11-19T17:08:13.584Z,39.6785,75.0774,10,4.4,mb,55,93,1.411,1.08,us,us7000nspb,2024-11-19T18:16:13.040Z,"81 km WNW of Kashgar, China",earthquake,7.32,1.871,0.095,32,reviewed,us,us
2024-11-19T16:52:50.274Z,-20.354,-178.4606,563.287,4.4,mb,71,101,4.196,0.67,us,us7000nsp7,2024-11-19T22:39:48.040Z,"Fiji region",earthquake,14.18,7.66,0.074,58,reviewed,us,us
2024-11-19T14:56:40.359Z,14.5056,-90.8063,176.531,4.7,mb,83,151,0.3,0.63,us,us7000nsm9,2024-11-19T20:31:34.040Z,"2 km SSW of San Miguel Dueñas, Guatemala",earthquake,7.25,6.183,0.049,128,reviewed,us,us
2024-11-19T14:24:49.970Z,18.686,-68.9997,103.411,3.4,ml,24,145,0.375,0.91,us,us7000nsm6,2024-11-19T21:59:04.040Z,"9 km SSE of Santa Cruz de El Seibo, Dominican Republic",earthquake,10.82,12.818,0.06,36,reviewed,us,us
2024-11-19T14:19:35.400Z,32.838,-115.7171667,10.9,2.45,ml,52,33,0.01567,0.29,ci,ci40796183,2024-11-19T17:08:57.437Z,"14 km W of Imperial, CA",earthquake,0.27,0.51,0.172,89,reviewed,ci,ci
2024-11-19T13:36:19.190Z,18.021833333333,-66.826,10.88,2.52,md,16,135,0.02994,0.16,pr,pr71466143,2024-11-19T14:00:58.880Z,"2 km ESE of Yauco, Puerto Rico",earthquake,0.36,0.68,0.13752463836625,7,reviewed,pr,pr
2024-11-19T12:56:02.383Z,31.674,-104.417,6.3947,2.5,ml,28,77,0,0.1,tx,tx2024wtdc,2024-11-19T21:22:41.032Z,"55 km S of Whites City, New Mexico",earthquake,0.50039811868153,0.43511132022087,0.1,27,reviewed,tx,tx
2024-11-19T12:53:07.143Z,28.2679,57.609,10,4.3,mb,68,84,3.54,0.56,us,us7000nsly,2024-11-20T08:31:09.040Z,"118 km SW of Bam, Iran",earthquake,9.78,1.882,0.076,49,reviewed,us,us
2024-11-19T12:28:14.783Z,-8.0346,107.3173,49.612,4.6,mb,38,48,0.657,0.73,us,us7000nslw,2024-11-19T14:39:31.040Z,"93 km S of Banjar, Indonesia",earthquake,7.03,6.973,0.093,34,reviewed,us,us
2024-11-19T12:23:22.989Z,25.6437,142.5186,10,4.6,mb,42,145,1.477,0.82,us,us7000nslv,2024-11-19T13:11:22.040Z,"Volcano Islands, Japan region",earthquake,10.7,1.922,0.098,31,reviewed,us,us
2024-11-19T10:27:44.704Z,61.773,-149.7231,35.2,3.1,ml,,,,0.56,ak,ak024ew08nt0,2024-11-20T10:30:48.474Z,"16 km NNE of Houston, Alaska",earthquake,,1.7,,,automatic,ak,ak
2024-11-19T10:14:52.264Z,14.8871,-94.1674,10,4.3,mb,49,189,2.206,0.58,us,us7000nslf,2024-11-19T10:56:32.040Z,"119 km SSW of Manuel Ávila Camacho (Ponte Duro), Mexico",earthquake,4.91,1.95,0.058,84,reviewed,us,us
2024-11-19T09:32:42.400Z,18.418333333333,-67.321833333333,15.35,3.18,md,24,149,0.1054,0.17,pr,pr71466138,2024-11-19T09:53:34.010Z,"11 km NW of Rincón, Puerto Rico",earthquake,0.42,0.31,0.15363344447313,6,reviewed,pr,pr
2024-11-19T09:13:01.510Z,17.993166666667,-67.311333333333,33.5,3.18,md,15,277,0.1924,0.16,pr,pr71466133,2024-11-19T09:52:49.230Z,"13 km W of Pole Ojea, Puerto Rico",earthquake,0.71,0.85,0.11666341538224,6,reviewed,pr,pr
2024-11-19T08:34:01.837Z,6.0785,126.14,98.377,5,mww,92,43,1.131,1.25,us,us7000nskr,2024-11-19T15:30:31.389Z,"31 km S of Pondaguitan, Philippines",earthquake,6.61,5.359,0.071,19,reviewed,us,us
2024-11-19T06:39:53.850Z,18.053,-67.01,18.4,2.84,md,22,73,0.04452,0.12,pr,pr71466123,2024-11-19T06:58:08.120Z,"4 km SE of San Germán, Puerto Rico",earthquake,0.38,0.4,0.094384311390177,9,reviewed,pr,pr
2024-11-19T06:07:18.560Z,44.332833333333,-114.82,8.9,2.52,ml,22,46,0.2274,0.17,mb,mb90066363,2024-11-20T23:30:44.414Z,"15 km NE of Stanley, Idaho",earthquake,0.29,0.73,0.21768451367176,42,reviewed,mb,mb
2024-11-19T04:33:35.649Z,-21.4595,-69.5992,31.827,4.1,mb,19,93,0.31,0.2,us,us7000nsk5,2024-11-22T03:46:26.040Z,"93 km NE of Tocopilla, Chile",earthquake,3.51,6.664,0.15,12,reviewed,us,us
2024-11-19T03:21:20.710Z,17.993,-67.317666666667,33.76,2.92,md,10,287,0.1985,0.1,pr,pr71466113,2024-11-19T03:42:37.860Z,"14 km W of Pole Ojea, Puerto Rico",earthquake,0.61,0.8,0.049593137598398,5,reviewed,pr,pr
2024-11-19T03:11:16.660Z,-4.5697,153.4535,116.792,4.5,mb,26,155,7.879,0.48,us,us7000nsk0,2024-11-22T02:26:18.040Z,"133 km E of Kokopo, Papua New Guinea",earthquake,15.49,8.316,0.121,20,reviewed,us,us
2024-11-19T02:46:38.142Z,31.61,-103.969,7.7277,2.8,ml,20,55,0,0.1,tx,tx2024wsiz,2024-11-22T01:57:58.040Z,"36 km WSW of Mentone, Texas",earthquake,0.37314457214897,0.57938186832245,0.2,54,reviewed,tx,tx
2024-11-19T02:41:51.923Z,-21.1881,-175.7657,8,5.6,mww,66,62,5.874,0.8,us,us7000nsjt,2024-11-22T01:50:11.848Z,"48 km W of Houma, Tonga",earthquake,9.31,1.808,0.068,21,reviewed,us,us
2024-11-19T01:07:09.976Z,31.9191,140.8148,45.939,4.7,mb,43,113,1.462,0.61,us,us7000nsjm,2024-11-22T01:07:28.040Z,"Izu Islands, Japan region",earthquake,9.88,7.662,0.096,33,reviewed,us,us
2024-11-18T22:31:05.130Z,19.7215,-65.29,35,3.73,md,15,255,1.4068,0.42,pr,pr2024323000,2024-11-18T23:44:48.040Z,"154 km NNE of Vieques, Puerto Rico",earthquake,3.22,29.1,0.11,10,reviewed,pr,pr
2024-11-18T21:42:16.829Z,18.4667,145.7664,210.889,4.5,mb,62,99,3.215,0.61,us,us7000nsib,2024-11-18T23:00:13.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.43,7.622,0.063,75,reviewed,us,us
2024-11-18T21:02:39.967Z,-4.1416,142.0358,121.602,4.3,mb,45,67,2.093,0.89,us,us7000nshs,2024-11-18T21:30:05.040Z,"87 km W of Ambunti, Papua New Guinea",earthquake,10.04,7.806,0.09,35,reviewed,us,us
2024-11-18T20:50:31.177Z,17.6053,119.5395,10,4.7,mb,72,117,5.757,0.95,us,us7000nshu,2024-11-18T21:40:12.040Z,"87 km W of Cabittaogan, Philippines",earthquake,11.41,1.901,0.066,69,reviewed,us,us
2024-11-18T19:28:31.040Z,32.31,-101.836,6.1768,2.6,ml,15,66,0,0.1,tx,tx2024wrup,2024-11-19T00:10:22.541Z,"20 km NNW of Stanton, Texas",earthquake,0.65090725268144,0.75864621307017,0.1,17,reviewed,tx,tx
2024-11-18T19:28:01.937Z,28.948,-98.302,3.6865,3.9,ml,28,73,0.1,0.1,tx,tx2024wrun,2024-11-20T22:41:59.374Z,"17 km E of Pleasanton, Texas",earthquake,0.59692825235711,1.4734443142832,0.1,35,reviewed,tx,tx
2024-11-18T19:27:20.690Z,19.657666666667,-65.275166666667,34.96,3.41,md,5,313,1.343,0.19,pr,pr71466093,2024-11-18T20:40:42.030Z,"148 km NNE of Vieques, Puerto Rico",earthquake,1.8,16.47,0.027784354804185,4,reviewed,pr,pr
2024-11-18T17:59:40.775Z,-12.01,165.9981,10,4.7,mb,26,156,6.471,0.4,us,us7000nsh0,2024-11-18T18:27:51.040Z,"143 km S of Lata, Solomon Islands",earthquake,11.68,1.913,0.126,19,reviewed,us,us
2024-11-18T14:32:51.814Z,56.8742,-158.9443,16.706,2.7,ml,18,140,0.179,0.6,us,us6000p6hj,2024-11-20T14:25:36.040Z,"67 km NNW of Chignik Lagoon, Alaska",earthquake,1.43,3.686,0.085,18,reviewed,us,us
2024-11-18T13:27:22.569Z,24.0821,121.7066,10,4.6,mb,50,74,0.658,0.88,us,us7000nsf7,2024-11-19T12:50:15.445Z,"15 km NE of Hualien City, Taiwan",earthquake,4,1.889,0.1,30,reviewed,us,us
2024-11-18T13:04:47.114Z,-16.7604,-72.5933,55.306,4.6,mb,55,134,2.679,1.04,us,us7000nsf4,2024-11-18T18:23:05.044Z,"17 km WSW of Quilca, Peru",earthquake,8.49,7.995,0.09,37,reviewed,us,us
2024-11-18T12:45:41.414Z,31.679,-104.401,6.228,2.8,ml,30,69,0,0.1,tx,tx2024wrhe,2024-11-18T15:37:21.131Z,"55 km S of Whites City, New Mexico",earthquake,0.57885416321349,0.55834982736494,0.2,43,reviewed,tx,tx
2024-11-18T10:22:06.876Z,59.5945,-153.0301,115.2,2.7,ml,,,,0.32,ak,ak024euco5te,2024-11-19T09:02:53.040Z,"64 km ESE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-11-18T07:36:17.560Z,17.9545,-66.874333333333,18.16,2.59,md,13,206,0.02097,0.22,pr,pr71466073,2024-11-18T07:52:54.790Z,"3 km SSE of Maria Antonia, Puerto Rico",earthquake,0.89,0.59,0.11529037119721,8,reviewed,pr,pr
2024-11-18T07:25:11.488Z,25.1481,142.6387,10,4.6,mb,48,130,1.982,0.38,us,us7000nsdb,2024-11-18T09:56:42.040Z,"Volcano Islands, Japan region",earthquake,11.12,1.69,0.091,36,reviewed,us,us
2024-11-18T07:06:27.135Z,29.8289,92.1085,10,4.5,mb,48,106,0.862,0.32,us,us7000nsei,2024-11-18T15:18:43.040Z,"99 km E of Lhasa, China",earthquake,7.2,1.892,0.089,37,reviewed,us,us
2024-11-18T07:01:59.172Z,29.9378,92.2411,10,4.7,mb,92,80,6.466,0.59,us,us7000nsd6,2024-11-18T08:09:41.040Z,"114 km ENE of Lhasa, China",earthquake,8.15,1.863,0.064,77,reviewed,us,us
2024-11-18T06:06:54.953Z,40.3573,83.3324,10,4.7,mb,23,135,4.131,0.49,us,us7000nsd4,2024-11-18T14:24:44.040Z,"154 km SSE of Kuqa, China",earthquake,10.8,1.935,0.138,16,reviewed,us,us
2024-11-18T05:58:34.796Z,62.3909,-150.0868,22.4,2.5,ml,,,,0.6,ak,ak024eu9wr1r,2024-11-18T06:00:48.198Z,"6 km S of Chase, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-18T05:24:16.655Z,-56.5196,147.2637,10,4.9,mb,41,49,13.624,0.83,us,us7000nscz,2024-11-18T05:52:02.040Z,"west of Macquarie Island",earthquake,12.69,1.853,0.104,29,reviewed,us,us
2024-11-18T05:06:32.753Z,-22.2715,-67.8699,173.974,4.4,mb,30,48,0.735,0.51,us,us7000nsct,2024-11-18T09:29:58.040Z,"78 km NNE of San Pedro de Atacama, Chile",earthquake,5.78,7.429,0.134,16,reviewed,us,us
2024-11-18T04:57:44.443Z,52.1681,-169.9931,47.896,4,mb,31,212,0.628,1.12,us,us7000nscu,2024-11-21T05:21:21.040Z,"115 km SW of Nikolski, Alaska",earthquake,8.34,19.67,0.259,4,reviewed,us,us
2024-11-18T04:57:11.292Z,-34.4812,55.2477,10,5,mb,22,131,16.972,0.3,us,us7000nscv,2024-11-21T04:52:18.040Z,"Southwest Indian Ridge",earthquake,15.48,1.876,0.133,18,reviewed,us,us
2024-11-18T04:17:40.860Z,18.156666666667,-67.408166666667,5.89,3.21,md,15,281,0.2345,0.25,pr,pr71466058,2024-11-18T04:48:17.310Z,"25 km SW of Stella, Puerto Rico",earthquake,1.08,0.84,0.063575639020433,9,reviewed,pr,pr
2024-11-18T03:35:32.762Z,20.7419,121.9238,10.204,5.2,mb,61,144,2.209,0.77,us,us7000nscj,2024-11-21T04:40:44.559Z,"32 km N of Basco, Philippines",earthquake,10.5,7.034,0.05,133,reviewed,us,us
2024-11-18T02:56:59.450Z,19.589,-65.358333333333,72.98,3.36,md,9,280,1.288,0.28,pr,pr71466048,2024-11-18T03:25:31.700Z,"138 km NNE of Vieques, Puerto Rico",earthquake,4.92,12.12,0.11485284813954,4,reviewed,pr,pr
2024-11-18T02:18:49.765Z,15.0354,147.1417,10,5.1,mb,51,88,1.319,0.83,us,us7000nsce,2024-11-24T02:29:00.899Z,"150 km E of Saipan, Northern Mariana Islands",earthquake,7.86,1.833,0.07,67,reviewed,us,us
2024-11-18T01:37:17.460Z,18.189166666667,-67.271166666667,17.92,3.1,md,22,228,0.1234,0.15,pr,pr71466038,2024-11-18T01:54:10.240Z,"13 km W of Mayagüez, Puerto Rico",earthquake,0.58,0.35,0.17606638098309,13,reviewed,pr,pr
2024-11-18T01:30:34.513Z,-21.6686,-68.363,127.745,4.3,mb,26,50,0.827,0.5,us,us7000nsc6,2024-11-21T03:47:29.040Z,"50 km SSW of Ollagüe, Chile",earthquake,5.81,6.575,0.154,12,reviewed,us,us
2024-11-18T00:00:44.709Z,-12.7645,-14.4618,10,5,mb,65,58,4.802,1.14,us,us7000nsc0,2024-11-18T15:26:17.714Z,"southern Mid-Atlantic Ridge",earthquake,9.64,1.868,0.065,75,reviewed,us,us
